Address,Possesion,Furnishing,Buildup_area,Carpet_area,Bathrooms,Parking,Price,Brokerage,Floor,Per_sqft_price,BHK,Total_bedrooms
"Sheth Auris Serenity Tower 2, Kanchpada, Malad West, Mumbai",Ready to move,Semi Furnished,2500.0,1648.0,4.0,3,70000000,700000.0,55.0,28000.0,4.0,4.0
"Gurukrupa Marina Enclave, Kharodi Village, Malad West, Mumbai",Ready to move,Semi Furnished,1061.0,911.0,3.0,1,22600000,230000.0,23.0,21300.0,3.0,3.0
"Vrindavan, Yashodham, Goregaon East, Mumbai",Ready to move,Fully Furnished,1100.0,750.0,2.0,1,21500000,210000.0,20.0,19550.0,2.0,2.0
"Gaurav Shweta Residency, Beverly Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,595.0,430.0,2.0,1,6500000,100000.0,7.0,10920.0,1.0,1.0
"Puraniks Rumah Bali, Bhayandarpada, Thane West, Mumbai",Ready to move,Semi Furnished,560.0,430.0,2.0,2,6500000,130000.0,23.0,11610.0,1.0,1.0
"Bandra West, Mumbai",Ready to move,Semi Furnished,2400.0,1700.0,4.0,1,85000000,2823584.81,8.0,35420.0,4.0,4.0
"Puraniks Rumah Bali, Bhayandarpada, Thane West, Mumbai",Ready to move,Semi Furnished,640.0,435.0,2.0,1,5800000,58000.0,26.0,9060.0,1.0,1.0
"Ajmera Bhakti Park, Bhakti Park, Wadala East, Mumbai",Ready to move,Semi Furnished,795.0,650.0,2.0,1,18700000,190000.0,7.0,23520.0,2.0,2.0
"Prefeb Shree Dutta Tower, Parel, Mumbai",Ready to move,Fully Furnished,1250.0,800.0,3.0,2,31000000,28567741.18,14.0,24800.0,3.0,3.0
"Kanakia Paris, Sant Dnyaneshwar Nagar, Bandra East, Mumbai",Ready to move,Unfurnished,1298.0,976.0,2.0,1,32500000,230000.0,20.0,25000.0,3.0,3.0
"Ekta Brooklyn Park Phase I, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,870.0,551.0,2.0,1,4300000,0.0,12.0,4940.0,2.0,2.0
"Rustomjee Ozone, Goregaon West, Mumbai",Ready to move,Semi Furnished,3000.0,2600.0,4.0,2,80000000,600000.0,21.0,26670.0,4.0,4.0
"JSB Nakshatra Greens, Naigaon East, Mumbai",Ready to move,Unfurnished,560.0,380.0,1.0,1,3100000,38735.06907,14.0,5540.0,1.0,1.0
"Swapnalok Building, Sher E Punjab Colony, Andheri East, Mumbai",Ready to move,Semi Furnished,500.0,430.0,1.0,1,11500000,11407179.43,8.0,23000.0,1.0,1.0
"Jay Prakash Nagar, Goregaon East, Mumbai",Ready to move,Semi Furnished,950.0,661.0464069,1.0,1,19000000,19000000.0,9.0,20000.0,2.0,2.0
"Star Heights, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,660.0,407.3349065,2.0,1,3000000,0.0,12.0,4540.0,1.0,1.0
"Project Kalina, Kalina, Santacruz East, Mumbai",Ready to move,Unfurnished,1000.0,739.9991715,2.0,2,18500000,18500000.0,9.0,18500.0,2.0,2.0
"ONE MERAKI, Tilak Nagar, Chembur, Mumbai",Ready to move,Unfurnished,2000.0,1993.0,3.0,4,79000000,0.0,19.0,39500.0,4.0,4.0
"Impact Silicon Park, Jankalyan Nagar, Malad West, Mumbai",Ready to move,Unfurnished,1050.0,850.0,3.0,1,19200000,186570.0862,17.0,18290.0,3.0,3.0
"Lodha New Cuffe Parade Lodha Estrella, Sion, Mumbai",Ready to move,Fully Furnished,610.0,460.0,1.0,1,16000000,160000.0,43.0,26230.0,1.0,1.0
"Ashok Nagar, Juhu, Mumbai",Ready to move,Unfurnished,1950.0,1999.998496,1.0,2,110000000,110000000.0,9.0,56410.0,4.0,4.0
"Skycity oberoi, Khande Rao Dongari, Borivali East, Mumbai",Ready to move,Unfurnished,1200.0,1076.948897,1.0,2,43000000,43000000.0,52.0,35830.0,3.0,3.0
"Hiranandani Glen Dale, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,1890.0,1600.0,3.0,1,90000000,900000.0,30.0,47620.0,3.0,3.0
"Godrej RKS, Chembur, Mumbai",Ready to move,Unfurnished,2000.0,1500.0,3.0,2,75000000,750000.0,15.0,37500.0,3.0,3.0
" Lords, Rajiv Gandhi Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,800.0,750.0,2.0,2,15000000,150000.0,22.0,18750.0,2.0,2.0
"Neminath Imperia, SV Patel Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,790.0,475.0,2.0,1,14500000,140000.0,22.0,18350.0,1.0,1.0
"Seven Eleven Apna Ghar Phase II Plot A, Kashimira, Mira Road East, Mumbai",Ready to move,Unfurnished,504.0,557.4344551,3.0,1,4558000,100000.0,15.0,9040.0,1.0,2.0
"Call For Name, Khar West, Mumbai",Ready to move,Fully Furnished,900.0,923.0453517,1.0,0,35000000,35000000.0,8.0,38890.0,2.0,2.0
"Evershine Crown, Asha Nagar, Kandivali East, Mumbai",Ready to move,Unfurnished,1050.0,897.0,3.0,1,27800000,280000.0,32.0,26480.0,3.0,3.0
"Puraniks Rumah Bali, Bhayandarpada, Thane West, Mumbai",Ready to move,Semi Furnished,654.0,452.0,2.0,1,5800000,45781.51118,32.0,8870.0,1.0,1.0
"Lokhandwala Spring Grove, Thakur Village, Kandivali East, Mumbai",Ready to move,Unfurnished,1120.0,705.4864697,3.0,1,19500000,190000.0,21.0,17410.0,2.0,2.0
"Lodha Park, Lower Parel, Mumbai",Ready to move,Unfurnished,900.0,893.0,2.0,1,48500000,450000.0,78.0,53890.0,2.0,2.0
"Nehru Nagar, Kurla East, Mumbai",Ready to move,Semi Furnished,425.0,371.8371032,1.089290438,1,10000000,10000000.0,17.0,23530.0,1.0,1.0
"Prabhadevi, Mumbai",Ready to move,Unfurnished,450.0,390.9537522,1.0,0,16000000,16000000.0,20.0,35550.0,1.0,2.0
"Oberoi Sky City Tower E, Food Corporation Of India Warehouse, Borivali East, Mumbai",Ready to move,Semi Furnished,1350.0,1073.0,3.0,4,46000000,460000.0,61.0,34070.0,3.0,3.0
"Mhatre Wadi, Borivali West, Mumbai",Ready to move,Unfurnished,2856.0,1429.708142,1.0,3,65000000,65000000.0,19.0,22760.0,4.0,4.0
"Gurukrupa Marina Enclave, Kharodi Village, Malad West, Mumbai",Ready to move,Unfurnished,988.0,838.0,3.0,2,20800000,0.0,23.0,21050.0,3.0,3.0
"Beverly Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,585.0,424.987264,2.0,1,6500000,130146.8815,12.0,11110.0,1.0,1.0
"Neelam Solstice Phase I, Nalanda Nagar, Ramabai Ambedkar Nagar, Mumbai",Ready to move,Unfurnished,1100.0,876.0,2.0,1,20500000,200000.0,23.0,18640.0,2.0,2.0
"Kanakia Zenworld Phase I, Kanjurmarg East, Mumbai",Ready to move,Semi Furnished,1015.0,700.0,2.0,1,16800000,498144.7894,22.0,16550.0,2.0,2.0
"Indiabulls Blu Tower B, BDD Chawls Worli, Worli, Mumbai",Ready to move,Semi Furnished,2600.0,2150.0,4.0,3,170000000,5329182.513,65.0,65380.0,4.0,4.0
"Suvarna Building, Hasmukh Nagar, Santacruz West, Mumbai",Ready to move,Semi Furnished,2040.0,1497.69614,1.0,2,90000000,90000000.0,7.0,44120.0,5.0,5.0
"Good Tower , Babasaheb Ambedkar Nagar, Dadar West, Mumbai",Ready to move,Semi Furnished,2100.0,1431.323727,2.0,2,56000000,56000000.0,17.0,26670.0,3.0,3.0
"Nirmal Nalasopara West, Wagholi, Nalasopara West, Mumbai",Ready to move,Semi Furnished,1400.0,806.9555507,1.0,1,7000000,72639.42654,13.72641456,5000.0,2.0,2.0
"Pearl Residency, Prabhadevi, Mumbai",Ready to move,Unfurnished,1500.0,1216.205491,1.0,1,46000000,46000000.0,28.0,30670.0,2.0,2.0
"avirahi, I C Colony, Borivali West, Mumbai",Ready to move,Unfurnished,1250.0,746.8186547,2.0,1,18000000,18000000.0,13.0,14400.0,2.0,2.0
"best project, Chembur, Mumbai",Ready to move,Unfurnished,620.0,663.2531393,1.0,1,16500000,16500000.0,16.0,26610.0,1.0,2.0
"Oberoi Sky City Tower, Kulupwadi, Borivali East, Mumbai",Ready to move,Unfurnished,1900.0,1248.299046,1.0,2,68000000,68000000.0,61.0,35790.0,4.0,4.0
"Ek Omkar, Sindhi Society, Chembur, Mumbai",Ready to move,Fully Furnished,560.0,490.0,2.0,1,15500000,0.0,7.0,27680.0,2.0,2.0
"Libra, Bafhira Nagar, Malad West, Mumbai",Ready to move,Unfurnished,550.0,400.0,1.0,0,7500000,75000.0,4.0,13640.0,1.0,1.0
"Haridham, Natwar Nagar, Andheri East, Mumbai",Ready to move,Unfurnished,1100.0,824.5483252,1.0,1,22000000,22000000.0,10.0,20000.0,3.0,3.0
"Ayodhya Construction Co Saffron Residency Phase 1, Vatsalabai Naik Nagar, Kurla East, Mumbai",Ready to move,Semi Furnished,980.0,680.0,2.0,1,14900000,0.0,22.0,15200.0,3.0,3.0
"Oberoi Springs, Veer Desai Industrial Estate, Andheri West, Mumbai",Ready to move,Unfurnished,1295.0,847.0,2.0,1,41500000,420000.0,35.0,32050.0,3.0,3.0
"Lodha Park, Lower Parel, Mumbai",Ready to move,Unfurnished,1000.0,890.0,2.0,1,45000000,450000.0,78.0,45000.0,2.0,2.0
"Standalone Tower, Dadar West, Mumbai",Ready to move,Unfurnished,1250.0,1261.406668,1.0,2,49900000,49900000.0,18.0,39920.0,3.0,3.0
"Soni Arcade Building No 2, Borivali West, Mumbai",Ready to move,Unfurnished,580.0,460.0,2.0,1,13500000,13191716.67,22.0,23270.0,1.0,1.0
"Om Sai Shravan, I C Colony, Borivali West, Mumbai",Ready to move,Unfurnished,515.0,415.0,2.0,1,11500000,110000.0,5.0,22330.0,1.0,1.0
"Huges 49 Elina, Sahakar Nagar, Chembur, Mumbai",Ready to move,Unfurnished,1150.0,705.0,2.0,1,18500000,190000.0,15.0,16090.0,2.0,2.0
"Mahada New Tower, Chatrapati Shivaji Raje Complex, Kandivali West, Mumbai",Ready to move,Fully Furnished,410.0,305.0,2.0,0,5300000,53000.0,24.0,12930.0,1.0,1.0
"Ajmera Bhakti Park, Bhakti Park, Wadala East, Mumbai",Ready to move,Semi Furnished,950.0,710.0,2.0,1,18700000,190000.0,17.0,19630.0,2.0,2.0
"Sheth Montana, Mulund Colony, Mulund West, Mumbai",Ready to move,Unfurnished,1336.0,1213.0,2.0,2,37500000,380000.0,38.0,28070.0,3.0,3.0
"Oberoi Esquire, Yashodham, Goregaon East, Mumbai",Ready to move,Semi Furnished,2660.0,1735.80659,4.0,7,127300000,1700000.0,50.0,47860.0,6.0,6.0
"Asha Nagar, Borivali East, Mumbai",Ready to move,Semi Furnished,700.0,650.0,2.0,1,15000000,150000.0,25.0,21430.0,2.0,2.0
"Pavitra Gruh Pavitradham, Vasai East, Mumbai",Ready to move,Unfurnished,450.0,348.4983433,2.0,1,2050000,41000.0,7.0,4550.0,1.0,2.0
"Platinum Tower 7, D.N.Nagar, Andheri West, Mumbai",Ready to move,Semi Furnished,585.0,585.0,2.0,1,20000000,15086286.88,16.0,34190.0,2.0,2.0
"Gundecha Altura, Kanjurmarg West, Mumbai",Ready to move,Semi Furnished,950.0,850.0,2.0,1,22500000,230000.0,18.0,23680.0,3.0,3.0
"Mercury CHS, Ramabai Ambedkar Nagar, Powai, Mumbai",Ready to move,Unfurnished,600.0,430.0,2.0,1,10000000,100000.0,7.0,16670.0,1.0,1.0
"Versova, Andheri West, Mumbai",Ready to move,Semi Furnished,950.0,750.0,2.0,1,24000000,240000.0,21.0,25260.0,2.0,2.0
"Sri Garden Avenue K, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,890.0,586.0,2.0,1,4750000,0.0,14.0,5340.0,2.0,2.0
"Lokhandwala Spring Leaf, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Unfurnished,525.0,430.0,1.0,0,9500000,95000.0,7.0,18090.0,1.0,1.0
"Hiranandani Zen Atlantis, Tirandaz, Powai, Mumbai",Ready to move,Semi Furnished,1250.0,750.0,2.0,2,34000000,340000.0,29.0,27200.0,2.0,2.0
"Oberoi Esquire, Yashodham, Goregaon East, Mumbai",Ready to move,Semi Furnished,3800.0,2600.0,7.0,4,135000000,1350000.0,52.0,35530.0,6.0,6.0
"Godrej The Trees, Pirojshanagar, Vikhroli East, Mumbai",Ready to move,Semi Furnished,650.0,537.0,2.0,3,17500000,0.0,16.0,26920.0,1.0,1.0
"Rajesh Raj Legacy II, HMPL Surya Nagar, Vikhroli West, Mumbai",Ready to move,Semi Furnished,975.0,750.0,1.0,2,17500000,180000.0,18.0,17950.0,2.0,2.0
"BELLEVUE BORIVALI EAST, Daulat Nagar, Borivali East, Mumbai",Ready to move,Semi Furnished,635.0,578.2393026,1.0,1,15300000,15300000.0,15.0,24090.0,2.0,2.0
"Kanakia Silicon Valley, Krishna Nagar, Powai, Mumbai",Ready to move,Semi Furnished,880.0,430.0,2.0,1,16000000,160000.0,24.0,18180.0,1.0,1.0
"DB Woods, Gokuldham, Goregaon East, Mumbai",Ready to move,Unfurnished,1868.0,1768.0,3.0,2,72500000,730000.0,43.0,38810.0,4.0,4.0
"Ekta Trinity, Willingdon, Santacruz West, Mumbai",Ready to move,Semi Furnished,1400.0,1337.907246,1.0,2,70000000,700000.0,12.0,50000.0,3.0,3.0
"Godrej Tranquil, Hanuman Nagar, Kandivali East, Mumbai",Ready to move,Unfurnished,1000.0,707.0,2.0,1,16800000,170000.0,21.0,16800.0,2.0,2.0
"Sunteck West World 2 Tivri Naigaon East, Naigaon East, Mumbai",Ready to move,Unfurnished,610.0,392.0,1.0,1,3467000,25572.54861,22.0,5680.0,1.0,1.0
"Marathon Eminence, Siddharth Nagar, Mulund West, Mumbai",Ready to move,Semi Furnished,534.0,424.0,1.0,1,10700000,110000.0,25.0,20040.0,1.0,1.0
"Lodha New Cuffe Parade, Sion, Mumbai",Ready to move,Unfurnished,2265.0,1510.0,2.0,2,44000000,440000.0,40.0,19430.0,3.0,3.0
"Godrej Emerald, Bhayandarpada, Thane West, Mumbai",Ready to move,Unfurnished,1540.0,1200.0,2.0,1,14000000,140000.0,25.0,9090.0,3.0,3.0
"Kalapataru woodsville Chandivali, Sainath Nagar, Powai, Mumbai",Ready to move,Unfurnished,1500.0,1115.541276,1.0,2,42500000,42500000.0,18.0,28330.0,3.0,2.0
"Hiranandani Gardens Odyssey I, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,2790.0,2450.0,4.0,2,97500000,974949.0403,30.0,34950.0,4.0,4.0
"Lodha Trump Tower, BDD Chawls Worli, Worli, Mumbai",Ready to move,Semi Furnished,2100.0,1627.391522,1.0,2,85000000,85000000.0,75.0,40480.0,3.0,3.0
"Radius Epitome at Imperial Heights, Best Nagar, Goregaon West, Mumbai",Ready to move,Fully Furnished,1050.0,736.0,2.0,1,25000000,250000.0,45.0,23810.0,2.0,2.0
"Vile Parle East, Mumbai",Ready to move,Fully Furnished,1590.0,1073.113477,1.0,1,52000000,52000000.0,8.0,32700.0,3.0,3.0
"DLH The Park Residences Phase 1, Mhada Colony, Andheri West, Mumbai",Ready to move,Semi Furnished,1600.0,1068.0,3.0,2,55000000,550000.0,42.0,34380.0,3.0,3.0
"Aristo Lloyds Estate , Antop Hill, Wadala, Mumbai",Ready to move,Semi Furnished,588.0,588.0,1.0,1,15000000,0.0,7.0,25510.0,2.0,2.0
"Royal Palms Piccadilly Condos, Aarey Colony, Goregaon East, Mumbai",Ready to move,Fully Furnished,344.0,227.0,1.0,1,2800000,60000.0,7.0,8140.0,1.0,1.0
"Amardeep Anutham, Nav Indraprastha CHS, Mulund East, Mumbai",Ready to move,Semi Furnished,1250.0,1005.0,2.0,1,29000000,290000.0,23.0,23200.0,3.0,3.0
"Lodha Marquise, Hanuman Nagar, Worli, Mumbai",Ready to move,Semi Furnished,1600.0,1472.0,4.0,2,89000000,19192816.33,75.0,55630.0,4.0,4.0
"Terraform Inez Tower, Mahim, Mumbai",Ready to move,Unfurnished,1280.0,750.0,2.0,1,25000000,250000.0,19.0,19530.0,2.0,2.0
"Abhigna Avirahi Heights, Jankalyan Nagar, Malad West, Mumbai",Ready to move,Unfurnished,700.0,508.0,2.0,1,9800000,98000.0,10.0,14000.0,1.0,1.0
"Panchamratna Park, Mira Road East, Mumbai",Ready to move,Unfurnished,675.0,432.48529,2.0,1,7200000,44552.18584,7.0,10670.0,1.0,2.0
"Piramal Revanta, Mulund Colony, Mulund West, Mumbai",Ready to move,Unfurnished,2350.0,2160.0,6.0,4,70000000,700000.0,40.0,29790.0,6.0,6.0
"Airport Area, Juhu, Mumbai",Ready to move,Fully Furnished,1850.0,1400.01119,1.0,2,100000000,100000000.0,9.0,54050.0,3.0,3.0
"Lokhandwala Minerva 1A 1B And 1C, Lower Parel, Mumbai",Ready to move,Fully Furnished,2600.0,2000.0,3.0,2,84000000,840000.0,91.0,32310.0,3.0,3.0
"V3 Manhar Residency, Kandarpada, Dahisar West, Mumbai",Ready to move,Fully Furnished,1100.0,899.0,2.0,1,20900000,220000.0,9.0,19000.0,3.0,3.0
"Runwal Pride, Kamgar Colony, Mulund West, Mumbai",Ready to move,Fully Furnished,886.0,886.0,3.0,1,26000000,260000.0,28.0,29340.0,3.0,3.0
"ic colony, I C Colony, Borivali West, Mumbai",Ready to move,Semi Furnished,550.0,427.8749581,1.0,1,9600000,96000.00466,7.0,17450.0,1.0,1.0
"Ashok Nagar, Kandivali East, Mumbai",Ready to move,Semi Furnished,2500.0,1600.0,3.0,1,34000000,340000.0,34.99662257,13600.0,3.0,3.0
"Bhakti Park, Wadala East, Mumbai",Ready to move,Unfurnished,1300.0,1200.0,2.0,1,27000000,270000.0,17.0,20770.0,3.0,3.0
"Gundecha Valley Of Flowers, Thakur Village, Kandivali East, Mumbai",Ready to move,Semi Furnished,850.0,650.0,2.0,2,17200000,170000.0,8.0,20230.0,2.0,2.0
"Lodha Estrella, Sion, Mumbai",Ready to move,Semi Furnished,630.0,510.0,1.0,1,18000000,180000.0,43.0,28570.0,1.0,1.0
"Kush Elegante, Sector 6 Charkop, Kandivali West, Mumbai",Ready to move,Unfurnished,1350.0,930.0,3.0,1,27000000,0.0,22.0,20000.0,3.0,3.0
"KALINA NX SANTACRUZ, Vakola, Santacruz East, Mumbai",Ready to move,Semi Furnished,1100.0,723.3795244,1.0,2,18000000,18000000.0,9.0,16360.0,2.0,2.0
"Shapoorji Pallonji Alpine Shapoorji Pallonji, Thakur Village, Kandivali East, Mumbai",Ready to move,Unfurnished,984.0,820.0,3.0,2,29800000,300000.0,54.0,30280.0,3.0,3.0
"Lokhandwala Minerva 1A 1B And 1C, Adarsh Nagar, Lower Parel, Mumbai",Ready to move,Unfurnished,3204.0,2136.0,5.0,3,100000000,1000000.0,91.0,31210.0,4.0,4.0
"Deonar, Deonar, Govandi, Mumbai",Ready to move,Unfurnished,810.0,766.7202664,1.0,1,26500000,26500000.0,22.0,32720.0,2.0,2.0
"Topaz Heights, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,590.0,390.0,1.0,1,3000000,60000.0,12.0,5080.0,1.0,1.0
"Skycity Oberoi, Khande Rao Dongari, Borivali East, Mumbai",Ready to move,Unfurnished,1600.0,1192.462242,1.0,3,60000000,60000000.0,52.0,37500.0,4.0,4.0
"Dhoot Sky Residency New Sonali CHSL, Evershine Nagar, Malad West, Mumbai",Ready to move,Unfurnished,860.0,651.0,2.0,1,18900000,190000.0,19.0,21980.0,2.0,2.0
"Naigaon East, Mumbai",Ready to move,Unfurnished,500.0,327.8398488,2.0,1,2210000,41750.68797,7.0,4420.0,1.0,1.0
"Ahimsa Appa CHS, Sunder Nagar, Malad West, Mumbai",Ready to move,Fully Furnished,680.0,585.0,2.0,1,16000000,160000.0,7.0,23530.0,2.0,2.0
"Lokhandwala Spring Grove, Thakur Village, Kandivali East, Mumbai",Ready to move,Semi Furnished,1120.0,790.0,2.0,1,21500000,210000.0,19.0,19200.0,2.0,2.0
"Mariano, Century Bazaar, Prabhadevi, Mumbai",Ready to move,Unfurnished,700.0,897.7304249,1.0,1,31000000,31000000.0,7.0,44280.0,2.0,2.0
"MHADA Colony 20, Powai, Mumbai",Ready to move,Unfurnished,900.0,750.0,2.0,1,16500000,160000.0,15.0,18330.0,2.0,2.0
"Kalina, Santacruz East, Mumbai",Ready to move,Semi Furnished,1140.0,947.9802106,1.0,2,32500000,32500000.0,13.0,28510.0,3.0,3.0
"Safal Nav Parmanu, Tilak Nagar, Chembur, Mumbai",Ready to move,Fully Furnished,1205.0,1105.0,2.0,2,37500000,15915659.54,16.0,31120.0,3.0,3.0
"Anthony grace chs, Manickpur, Vasai West, Mumbai",Ready to move,Unfurnished,585.0,418.2480715,1.0,1,4200000,8109.402062,3.0,7180.0,1.0,1.0
"Ishwar Nagar Bhandup, Jaydev Singh Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,550.0,399.0090238,1.0,1,7100000,72801.15359,4.0,12910.0,1.0,1.0
"Runwal Forest Tower 1 To 4, Kanjurmarg West, Mumbai",Ready to move,Semi Furnished,480.0,471.0,2.0,1,11800000,120000.0,36.0,24580.0,2.0,2.0
"Lodha Imperia, Nirmal Nagar, Bhandup West, Mumbai",Ready to move,Fully Furnished,1633.0,1205.0,4.0,3,28500000,290000.0,40.0,17450.0,3.0,3.0
"Mahavir Kanti Avenue, Yashvant Viva TownShip, Nalasopara East, Mumbai",Ready to move,Unfurnished,655.0,390.0,2.0,1,4000000,80000.0,12.0,6110.0,1.0,1.0
"Oberoi Sky City Tower, Kulupwadi, Borivali East, Mumbai",Ready to move,Unfurnished,1900.0,1395.626289,1.0,2,65000000,65000000.0,61.0,34210.0,4.0,4.0
"Sindhi Society, Sindhi Society, Chembur, Mumbai",Ready to move,Unfurnished,1350.0,1150.0,3.0,1,25000000,250000.0,7.0,18520.0,3.0,3.0
"Parinee Essence, Ambedkar Nagar, Kandivali West, Mumbai",Ready to move,Unfurnished,700.0,590.0,2.0,1,12200000,120000.0,18.0,17430.0,2.0,2.0
"Nisar Rajal Veer Abhimanyu CHS Ltd, Babhai, Borivali West, Mumbai",Ready to move,Semi Furnished,700.0,568.0,2.0,2,16000000,160000.0,16.0,22860.0,2.0,2.0
"Shree Parasnath Nagari Building No 5, Naigaon East, Mumbai",Ready to move,Unfurnished,610.0,395.7336577,2.0,1,3400000,64900.5612,7.0,5570.0,1.0,1.0
"Raj Heritage, Queen's Park, Mira Road East, Mumbai",Ready to move,Unfurnished,705.0,430.0,2.0,2,8000000,40681.32208,23.0,11350.0,1.0,1.0
"Salangpur Salasar Aarpan, Kanakia Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,650.0,400.0,1.0,1,6000000,61000.0,7.0,9230.0,1.0,1.0
"Mulund East, Mumbai",Ready to move,Unfurnished,600.0,475.8444872,1.0,1,9000000,87239.5956,14.0,15000.0,1.0,2.0
"Chandivali, Powai, Mumbai",Ready to move,Semi Furnished,950.0,700.0,2.0,1,16600000,9069794.241,7.0,17420.0,2.0,2.0
"Asmi Vintage, Shri Nagar, Goregaon West, Mumbai",Ready to move,Semi Furnished,600.0,415.0,2.0,2,13000000,10976032.9,9.0,21670.0,1.0,1.0
"Nandkumar Mahadev Tower, Panchamratna Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,775.0,482.8444401,3.0,1,6200000,75000.0,10.0,8000.0,1.0,2.0
"Rajesh White City, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Unfurnished,1600.0,1203.0,3.0,1,36000000,360000.0,40.0,22500.0,3.0,3.0
"Bhoomi Residency, Siddhivinayak Society, Kandivali West, Mumbai",Ready to move,Unfurnished,510.0,410.0,2.0,1,11000000,110000.0,7.0,21570.0,1.0,1.0
"Pali Hill, Bandra West, Mumbai",Ready to move,Semi Furnished,8000.0,5000.0,5.0,1,290000000,2900000.0,15.0,36250.0,5.0,5.0
"JP North Atria, Hatkesh Udhog Nagar, Mira Road East, Mumbai",Ready to move,Fully Furnished,650.0,434.9879454,2.363256542,1,7000000,99980.14822,16.0,10770.0,1.0,1.0
"Sunteck City Avenue 1, Jawahar Nagar, Goregaon West, Mumbai",Ready to move,Unfurnished,1100.0,900.0,2.0,1,22000000,220000.0,36.0,20000.0,2.0,2.0
"G K Sai Radha Complex, Subhash Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,725.0,505.0,2.0,2,10500000,110000.0,33.0,14480.0,1.0,1.0
"Shapoorji Pallonji Vicinia, Sainath Nagar, Powai, Mumbai",Ready to move,Semi Furnished,1800.0,1068.0,2.0,2,36500000,360000.0,22.0,20280.0,3.0,3.0
"Godrej RKS, Chembur, Mumbai",Ready to move,Semi Furnished,1670.0,1465.0,3.0,2,69700000,700000.0,15.0,41740.0,3.0,3.0
"Gitanjali walkeshwar, Walkeshwar, Malabar Hill, Mumbai",Ready to move,Semi Furnished,1550.0,3349.999488,1.0,2,165000000,165000000.0,10.0,56893.67234,3.0,3.0
"Lodha Aurum Grande, Kanjurmarg East, Mumbai",Ready to move,Semi Furnished,1637.0,1129.0,3.0,2,34800000,340000.0,34.0,21260.0,3.0,3.0
"Bhoomi Acropolis 2, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,630.0,657.0,2.0,1,2900000,85000.0,15.0,4600.0,1.0,1.0
"VR Radha Regency, Mira Road East, Mumbai",Ready to move,Semi Furnished,700.0,450.0,2.0,1,6100000,0.0,6.0,8710.0,1.0,1.0
"Ajmera Treon, Bhakti Park, Wadala East, Mumbai",Ready to move,Semi Furnished,1491.0,994.0,2.0,1,31000000,310000.0,30.0,20790.0,2.0,2.0
"Rustomjee Virar Avenue L1 L2 And L4 Wing G, Virar West, Mumbai",Ready to move,Unfurnished,585.0,361.0,1.0,1,2900000,58657.81862,7.0,4960.0,1.0,1.0
"Hanuman Chowk, Mulund East, Mumbai",Ready to move,Semi Furnished,420.0,329.8582691,1.0,1,11000000,11000000.0,7.0,26190.0,1.0,1.0
"Ashar Maple, P&T Staff Colony, Mulund West, Mumbai",Ready to move,Semi Furnished,520.0,417.5730976,1.0,1,10500000,110000.0,19.0,20190.0,1.0,2.0
"New Mhada Tower, Ekta Nagar, Malad West, Mumbai",Ready to move,Unfurnished,410.0,378.5794646,1.0,0,5270000,60977.62259,24.0,12850.0,1.0,2.0
"Nahar Laurel And Lilac, Chandivali, Powai, Mumbai",Ready to move,Semi Furnished,975.0,650.0,2.0,1,17500000,180000.0,22.0,17950.0,2.0,2.0
"Reliable Shastri Nagar Prabhat Chsl Phase II A And B Wing, Mitha Nagar, Goregaon West, Mumbai",Ready to move,Semi Furnished,820.0,650.0,2.0,1,16500000,160000.0,7.0,20120.0,2.0,2.0
"Kanakia Paris, Sant Dnyaneshwar Nagar, Bandra East, Mumbai",Ready to move,Unfurnished,1056.0,853.0,2.0,2,29500000,280000.0,20.0,27930.0,2.0,2.0
"Lodha Imperia, GKW Colony, Bhandup West, Mumbai",Ready to move,Semi Furnished,1350.0,1203.0,2.0,2,28000000,280000.0,43.0,20740.0,3.0,3.0
"Goldstar Decent Homes, Beverly Park, Mira Road East, Mumbai",Ready to move,Fully Furnished,667.0,448.0,2.0,1,6118000,0.0,12.0,9170.0,1.0,1.0
